OctaveIndex,OctaveValue,AdjustedOctaveValue,NoiseLevel,Timepoint,Frequency
7,52,156,70,35,15000hz
2,-39,-58,100,36,15000hz
3,-27,-27,85,36,15000hz
4,-26,-31,85,36,15000hz
5,-17,-23,80,36,15000hz
6,-2,-3,70,36,15000hz
7,58,174,70,36,15000hz
2,-32,-48,100,37,15000hz
3,-35,-35,85,37,15000hz
4,-30,-36,85,37,15000hz
5,-16,-22,80,37,15000hz
6,-6,-10,70,37,15000hz
7,62,186,70,37,15000hz
2,-41,-61,100,38,15000hz
3,-29,-29,85,38,15000hz
4,-26,-31,85,38,15000hz
5,-17,-23,80,38,15000hz
6,-2,-3,70,38,15000hz
7,63,189,70,38,15000hz
2,-30,-45,100,39,15000hz
3,-27,-27,85,39,15000hz
4,-27,-32,85,39,15000hz
5,-17,-23,80,39,15000hz
6,-2,-3,70,39,15000hz
7,64,192,70,39,15000hz
2,-36,-54,100,40,15000hz
3,-24,-24,85,40,15000hz
4,-26,-31,85,40,15000hz
5,-15,-21,80,40,15000hz
6,0,0,70,40,15000hz
7,61,183,70,40,15000hz
2,-21,-31,100,41,15000hz
3,-22,-22,85,41,15000hz
4,-25,-30,85,41,15000hz
5,-18,-25,80,41,15000hz
6,-1,-1,70,41,15000hz
7,62,186,70,41,15000hz
2,-30,-45,100,42,15000hz
3,-25,-25,85,42,15000hz
4,-21,-25,85,42,15000hz
5,-17,-23,80,42,15000hz
6,-2,-3,70,42,15000hz
7,61,183,70,42,15000hz
2,-31,-46,100,43,15000hz
3,-39,-39,85,43,15000hz
4,-27,-32,85,43,15000hz
5,-16,-22,80,43,15000hz
6,0,0,70,43,15000hz
7,59,177,70,43,15000hz
2,-34,-51,100,44,15000hz
3,-26,-26,85,44,15000hz
4,-32,-38,85,44,15000hz
5,-14,-19,80,44,15000hz
6,-4,-6,70,44,15000hz
7,60,180,70,44,15000hz
2,-26,-39,100,45,15000hz
3,-27,-27,85,45,15000hz
4,-29,-34,85,45,15000hz
5,-16,-22,80,45,15000hz
6,-2,-3,70,45,15000hz
7,64,192,70,45,15000hz
2,-29,-43,100,46,15000hz
3,-24,-24,85,46,15000hz
4,-26,-31,85,46,15000hz
5,-18,-25,80,46,15000hz
6,1,1,70,46,15000hz
7,63,189,70,46,15000hz
2,-26,-39,100,47,15000hz
3,-28,-28,85,47,15000hz
4,-30,-36,85,47,15000hz
5,-18,-25,80,47,15000hz
6,-2,-3,70,47,15000hz
7,62,186,70,47,15000hz
2,-33,-49,100,48,15000hz
3,-27,-27,85,48,15000hz
4,-19,-22,85,48,15000hz
5,-16,-22,80,48,15000hz
6,-6,-10,70,48,15000hz
7,65,195,70,48,15000hz
2,-27,-40,100,49,15000hz
3,-26,-26,85,49,15000hz
4,-27,-32,85,49,15000hz
5,-19,-26,80,49,15000hz
6,-5,-8,70,49,15000hz
7,65,195,70,49,15000hz
2,-32,-48,100,50,15000hz
3,-28,-28,85,50,15000hz
4,-26,-31,85,50,15000hz
5,-13,-18,80,50,15000hz
6,0,0,70,50,15000hz
7,66,198,70,50,15000hz
2,-29,-65,100,51,15000hz
3,-29,-43,85,51,15000hz
4,-30,-54,85,51,15000hz
5,-15,-31,80,51,15000hz
6,0,0,70,51,15000hz
7,66,297,70,51,15000hz
2,-24,-54,100,52,15000hz
3,-30,-45,85,52,15000hz
4,-24,-43,85,52,15000hz
5,-19,-39,80,52,15000hz
6,-2,-5,70,52,15000hz
7,66,297,70,52,15000hz
2,-23,-51,100,53,15000hz
3,-28,-42,85,53,15000hz
4,-25,-45,85,53,15000hz
5,-18,-37,80,53,15000hz
6,0,0,70,53,15000hz
7,66,297,70,53,15000hz
2,-32,-72,100,54,15000hz
3,-30,-45,85,54,15000hz
4,-24,-43,85,54,15000hz
5,-19,-39,80,54,15000hz
6,-4,-10,70,54,15000hz
7,65,292,70,54,15000hz
2,-30,-67,100,55,15000hz
3,-29,-43,85,55,15000hz
4,-28,-50,85,55,15000hz
5,-18,-37,80,55,15000hz
6,1,2,70,55,15000hz
7,64,288,70,55,15000hz
2,-30,-67,100,56,15000hz
3,-20,-30,85,56,15000hz
4,-29,-52,85,56,15000hz
5,-22,-46,80,56,15000hz
6,-3,-7,70,56,15000hz
7,64,288,70,56,15000hz
2,-27,-60,100,57,15000hz
3,-34,-51,85,57,15000hz
4,-30,-54,85,57,15000hz
5,-17,-35,80,57,15000hz
6,-4,-10,70,57,15000hz
7,63,283,70,57,15000hz
2,-32,-72,100,58,15000hz
3,-25,-37,85,58,15000hz
4,-28,-50,85,58,15000hz
5,-16,-33,80,58,15000hz
6,1,2,70,58,15000hz
7,62,279,70,58,15000hz
2,-31,-69,100,59,15000hz
3,-35,-52,85,59,15000hz
4,-24,-43,85,59,15000hz
5,-19,-39,80,59,15000hz
6,-4,-10,70,59,15000hz
7,61,274,70,59,15000hz
2,-30,-67,100,60,15000hz
3,-25,-37,85,60,15000hz
4,-28,-50,85,60,15000hz
5,-16,-33,80,60,15000hz
6,-1,-2,70,60,15000hz
7,60,270,70,60,15000hz
2,-33,-74,100,61,15000hz
3,-24,-36,85,61,15000hz
4,-32,-57,85,61,15000hz
5,-16,-33,80,61,15000hz
6,0,0,70,61,15000hz
7,61,274,70,61,15000hz
2,-26,-58,100,62,15000hz
3,-32,-48,85,62,15000hz
4,-29,-52,85,62,15000hz
5,-17,-35,80,62,15000hz
6,-2,-5,70,62,15000hz
7,61,274,70,62,15000hz
2,-29,-65,100,63,15000hz
3,-26,-39,85,63,15000hz
4,-32,-57,85,63,15000hz
5,-15,-31,80,63,15000hz
6,-2,-5,70,63,15000hz
7,61,274,70,63,15000hz
2,-34,-76,100,64,15000hz
3,-30,-45,85,64,15000hz
4,-24,-43,85,64,15000hz
5,-13,-27,80,64,15000hz
6,0,0,70,64,15000hz
7,61,274,70,64,15000hz
2,-32,-72,100,65,15000hz
3,-26,-39,85,65,15000hz
4,-26,-46,85,65,15000hz
5,-17,-35,80,65,15000hz
6,-3,-7,70,65,15000hz
7,63,283,70,65,15000hz
2,-24,-54,100,66,15000hz
3,-26,-39,85,66,15000hz
4,-25,-45,85,66,15000hz
5,-15,-31,80,66,15000hz
6,-1,-2,70,66,15000hz
7,64,288,70,66,15000hz
2,-29,-65,100,67,15000hz
3,-20,-30,85,67,15000hz
4,-21,-37,85,67,15000hz
5,-19,-39,80,67,15000hz
6,-2,-5,70,67,15000hz
7,64,288,70,67,15000hz
2,-27,-60,100,68,15000hz
3,-20,-30,85,68,15000hz
4,-24,-43,85,68,15000hz
5,-18,-37,80,68,15000hz
6,0,0,70,68,15000hz
7,64,288,70,68,15000hz
2,-29,-65,100,69,15000hz
3,-32,-48,85,69,15000hz
4,-27,-48,85,69,15000hz
5,-12,-25,80,69,15000hz
6,-3,-7,70,69,15000hz
7,63,283,70,69,15000hz
2,-33,-74,100,70,15000hz
3,-27,-40,85,70,15000hz
4,-31,-55,85,70,15000hz
5,-16,-33,80,70,15000hz
6,0,0,70,70,15000hz
7,63,283,70,70,15000hz
2,-27,-60,100,71,15000hz
3,-22,-33,85,71,15000hz
4,-21,-37,85,71,15000hz
5,-19,-39,80,71,15000hz
6,1,2,70,71,15000hz
7,63,283,70,71,15000hz
2,-34,-76,100,72,15000hz
3,-31,-46,85,72,15000hz
4,-29,-52,85,72,15000hz
5,-17,-35,80,72,15000hz
6,-4,-10,70,72,15000hz
7,63,283,70,72,15000hz
2,-33,-74,100,73,15000hz
3,-33,-49,85,73,15000hz
4,-22,-39,85,73,15000hz
5,-16,-33,80,73,15000hz
6,-3,-7,70,73,15000hz
7,63,283,70,73,15000hz
2,-31,-69,100,74,15000hz
3,-31,-46,85,74,15000hz
4,-23,-41,85,74,15000hz
5,-13,-27,80,74,15000hz
6,0,0,70,74,15000hz
7,62,279,70,74,15000hz
2,-30,-67,100,75,15000hz
3,-31,-46,85,75,15000hz
4,-27,-48,85,75,15000hz
5,-17,-35,80,75,15000hz
6,1,2,70,75,15000hz
7,62,279,70,75,15000hz
2,-30,-67,100,76,15000hz
3,-28,-42,85,76,15000hz
4,-30,-54,85,76,15000hz
5,-20,-42,80,76,15000hz
6,-1,-2,70,76,15000hz
7,62,279,70,76,15000hz
2,-32,-72,100,77,15000hz
3,-23,-34,85,77,15000hz
4,-22,-39,85,77,15000hz
5,-19,-39,80,77,15000hz
6,-4,-10,70,77,15000hz
7,63,283,70,77,15000hz
2,-33,-74,100,78,15000hz
3,-29,-43,85,78,15000hz
4,-26,-46,85,78,15000hz
5,-20,-42,80,78,15000hz
6,-2,-5,70,78,15000hz
7,62,279,70,78,15000hz
2,-34,-76,100,79,15000hz
3,-25,-37,85,79,15000hz
4,-27,-48,85,79,15000hz
5,-18,-37,80,79,15000hz
6,-3,-7,70,79,15000hz
7,62,279,70,79,15000hz
2,-35,-78,100,80,15000hz
3,-22,-33,85,80,15000hz
4,-32,-57,85,80,15000hz
5,-19,-39,80,80,15000hz
6,-4,-10,70,80,15000hz
7,64,288,70,80,15000hz
2,-37,-83,100,81,15000hz
3,-31,-46,85,81,15000hz
4,-31,-55,85,81,15000hz
5,-20,-42,80,81,15000hz
6,2,5,70,81,15000hz
7,62,279,70,81,15000hz
2,-28,-63,100,82,15000hz
3,-33,-49,85,82,15000hz
4,-28,-50,85,82,15000hz
5,-14,-29,80,82,15000hz
6,1,2,70,82,15000hz
7,61,274,70,82,15000hz
2,-35,-78,100,83,15000hz
3,-27,-40,85,83,15000hz
4,-31,-55,85,83,15000hz
5,-14,-29,80,83,15000hz
6,-4,-10,70,83,15000hz
7,62,279,70,83,15000hz
2,-30,-67,100,84,15000hz
3,-28,-42,85,84,15000hz
4,-25,-45,85,84,15000hz
5,-16,-33,80,84,15000hz
6,0,0,70,84,15000hz
7,64,288,70,84,15000hz
2,-21,-47,100,85,15000hz
3,-26,-39,85,85,15000hz
4,-27,-48,85,85,15000hz
5,-19,-39,80,85,15000hz
6,-2,-5,70,85,15000hz
7,65,292,70,85,15000hz
2,-22,-49,100,86,15000hz
3,-19,-28,85,86,15000hz
4,-27,-48,85,86,15000hz
5,-17,-35,80,86,15000hz
6,-3,-7,70,86,15000hz
7,64,288,70,86,15000hz
2,-24,-54,100,87,15000hz
3,-29,-43,85,87,15000hz
4,-26,-46,85,87,15000hz
5,-15,-31,80,87,15000hz
6,-1,-2,70,87,15000hz
7,63,283,70,87,15000hz
2,-28,-63,100,88,15000hz
3,-30,-45,85,88,15000hz
4,-28,-50,85,88,15000hz
5,-19,-39,80,88,15000hz
6,-2,-5,70,88,15000hz
7,63,283,70,88,15000hz
2,-28,-63,100,89,15000hz
3,-28,-42,85,89,15000hz
4,-27,-48,85,89,15000hz
5,-16,-33,80,89,15000hz
6,-6,-15,70,89,15000hz
7,63,283,70,89,15000hz
2,-29,-65,100,90,15000hz
3,-29,-43,85,90,15000hz
4,-28,-50,85,90,15000hz
5,-14,-29,80,90,15000hz
6,-1,-2,70,90,15000hz
7,62,279,70,90,15000hz
2,-39,-87,100,91,15000hz
3,-26,-39,85,91,15000hz
4,-29,-52,85,91,15000hz
5,-23,-48,80,91,15000hz
6,-2,-5,70,91,15000hz
7,62,279,70,91,15000hz
2,-33,-74,100,92,15000hz
3,-29,-43,85,92,15000hz
4,-20,-36,85,92,15000hz
5,-20,-42,80,92,15000hz
6,-7,-17,70,92,15000hz
7,61,274,70,92,15000hz
2,-34,-76,100,93,15000hz
3,-31,-46,85,93,15000hz
4,-26,-46,85,93,15000hz
5,-16,-33,80,93,15000hz
6,-3,-7,70,93,15000hz
7,60,270,70,93,15000hz
2,-32,-72,100,94,15000hz
3,-32,-48,85,94,15000hz
4,-25,-45,85,94,15000hz
5,-19,-39,80,94,15000hz
6,-1,-2,70,94,15000hz
7,59,265,70,94,15000hz
2,-36,-81,100,95,15000hz
3,-26,-39,85,95,15000hz
4,-27,-48,85,95,15000hz
5,-14,-29,80,95,15000hz
6,-4,-10,70,95,15000hz
7,58,261,70,95,15000hz
2,-27,-60,100,96,15000hz
3,-33,-49,85,96,15000hz
4,-29,-52,85,96,15000hz
5,-16,-33,80,96,15000hz
6,-2,-5,70,96,15000hz
7,59,265,70,96,15000hz
2,-24,-54,100,97,15000hz
3,-24,-36,85,97,15000hz
4,-27,-48,85,97,15000hz
5,-15,-31,80,97,15000hz
6,-2,-5,70,97,15000hz
7,60,270,70,97,15000hz
2,-27,-60,100,98,15000hz
3,-24,-36,85,98,15000hz
4,-25,-45,85,98,15000hz
5,-21,-44,80,98,15000hz
6,-2,-5,70,98,15000hz
7,60,270,70,98,15000hz
2,-31,-69,100,99,15000hz
3,-26,-39,85,99,15000hz
4,-29,-52,85,99,15000hz
5,-19,-39,80,99,15000hz
6,0,0,70,99,15000hz
7,60,270,70,99,15000hz
2,-29,-65,100,100,15000hz
3,-29,-43,85,100,15000hz
4,-26,-46,85,100,15000hz
5,-16,-33,80,100,15000hz
6,-2,-5,70,100,15000hz
7,60,270,70,100,15000hz
2,-27,-60,100,101,15000hz
3,-22,-33,85,101,15000hz
4,-30,-54,85,101,15000hz
5,-19,-39,80,101,15000hz
6,-2,-5,70,101,15000hz
7,61,274,70,101,15000hz
2,-22,-49,100,102,15000hz
3,-28,-42,85,102,15000hz
4,-32,-57,85,102,15000hz
5,-20,-42,80,102,15000hz
6,-1,-2,70,102,15000hz
7,61,274,70,102,15000hz
2,-26,-58,100,103,15000hz
3,-29,-43,85,103,15000hz
4,-28,-50,85,103,15000hz
5,-17,-35,80,103,15000hz
6,-3,-7,70,103,15000hz
7,62,279,70,103,15000hz
2,-22,-49,100,104,15000hz
3,-36,-54,85,104,15000hz
4,-29,-52,85,104,15000hz
5,-19,-39,80,104,15000hz
6,-1,-2,70,104,15000hz
7,62,279,70,104,15000hz
2,-18,-40,100,105,15000hz
3,-29,-43,85,105,15000hz
4,-21,-37,85,105,15000hz
5,-16,-33,80,105,15000hz
6,-4,-10,70,105,15000hz
7,61,274,70,105,15000hz
2,-26,-58,100,106,15000hz
3,-26,-39,85,106,15000hz
4,-26,-46,85,106,15000hz
5,-17,-35,80,106,15000hz
6,2,5,70,106,15000hz
7,62,279,70,106,15000hz
2,-32,-72,100,107,15000hz
3,-33,-49,85,107,15000hz
4,-26,-46,85,107,15000hz
5,-14,-29,80,107,15000hz
6,0,0,70,107,15000hz
7,62,279,70,107,15000hz
2,-30,-67,100,108,15000hz
3,-30,-45,85,108,15000hz
4,-31,-55,85,108,15000hz
5,-20,-42,80,108,15000hz
6,-3,-7,70,108,15000hz
7,63,283,70,108,15000hz
2,-37,-83,100,109,15000hz
3,-25,-37,85,109,15000hz
4,-29,-52,85,109,15000hz
5,-18,-37,80,109,15000hz
6,-3,-7,70,109,15000hz
7,59,265,70,109,15000hz
2,-25,-56,100,110,15000hz
3,-14,-21,85,110,15000hz
4,-16,-28,85,110,15000hz
5,-13,-27,80,110,15000hz
6,1,2,70,110,15000hz
7,60,270,70,110,15000hz
2,-27,-60,100,111,15000hz
3,-29,-43,85,111,15000hz
4,-25,-45,85,111,15000hz
5,-19,-39,80,111,15000hz
6,-4,-10,70,111,15000hz
7,58,261,70,111,15000hz
2,-31,-69,100,112,15000hz
3,-29,-43,85,112,15000hz
4,-25,-45,85,112,15000hz
5,-12,-25,80,112,15000hz
6,-3,-7,70,112,15000hz
7,63,283,70,112,15000hz
2,-35,-78,100,113,15000hz
3,-22,-33,85,113,15000hz
4,-27,-48,85,113,15000hz
5,-17,-35,80,113,15000hz
6,-4,-10,70,113,15000hz
7,62,279,70,113,15000hz
2,-24,-54,100,114,15000hz
3,-27,-40,85,114,15000hz
4,-23,-41,85,114,15000hz
5,-18,-37,80,114,15000hz
6,-2,-5,70,114,15000hz
7,64,288,70,114,15000hz
2,-26,-58,100,115,15000hz
3,-27,-40,85,115,15000hz
4,-26,-46,85,115,15000hz
5,-12,-25,80,115,15000hz
6,0,0,70,115,15000hz
7,61,274,70,115,15000hz
2,-29,-65,100,116,15000hz
3,-23,-34,85,116,15000hz
4,-21,-37,85,116,15000hz
5,-20,-42,80,116,15000hz
6,-4,-10,70,116,15000hz
7,63,283,70,116,15000hz
2,-26,-58,100,117,15000hz
3,-23,-34,85,117,15000hz
4,-17,-30,85,117,15000hz
5,-15,-31,80,117,15000hz
6,-3,-7,70,117,15000hz
7,62,279,70,117,15000hz
2,-33,-74,100,118,15000hz
3,-22,-33,85,118,15000hz
4,-24,-43,85,118,15000hz
5,-16,-33,80,118,15000hz
6,-2,-5,70,118,15000hz
7,60,270,70,118,15000hz
2,-30,-67,100,119,15000hz
3,-19,-28,85,119,15000hz
4,-30,-54,85,119,15000hz
5,-18,-37,80,119,15000hz
6,2,5,70,119,15000hz
7,62,279,70,119,15000hz
2,-11,-16,100,1,150hz
3,-14,-14,85,1,150hz
4,-31,-37,85,1,150hz
5,-21,-29,80,1,150hz
6,-4,-6,70,1,150hz
7,2,6,70,1,150hz
2,-1,-1,100,2,150hz
3,-33,-33,85,2,150hz
4,-31,-37,85,2,150hz
5,-17,-23,80,2,150hz
6,-4,-6,70,2,150hz
7,3,9,70,2,150hz
2,-2,-3,100,3,150hz
3,-28,-28,85,3,150hz
4,-32,-38,85,3,150hz
5,-19,-26,80,3,150hz
6,-1,-1,70,3,150hz
7,3,9,70,3,150hz
2,-39,-58,100,4,150hz
3,-22,-22,85,4,150hz
4,-25,-30,85,4,150hz
5,-17,-23,80,4,150hz
6,-2,-3,70,4,150hz
7,2,6,70,4,150hz
2,-8,-12,100,5,150hz
3,-28,-28,85,5,150hz
4,-24,-28,85,5,150hz
5,-19,-26,80,5,150hz
6,-4,-6,70,5,150hz
7,5,15,70,5,150hz
2,4,6,100,6,150hz
3,-25,-25,85,6,150hz
4,-29,-34,85,6,150hz
5,-22,-30,80,6,150hz
6,-2,-3,70,6,150hz
7,3,9,70,6,150hz
2,6,9,100,7,150hz
3,-22,-22,85,7,150hz
4,-28,-33,85,7,150hz
5,-18,-25,80,7,150hz
6,-3,-5,70,7,150hz
7,3,9,70,7,150hz
2,7,10,100,8,150hz
3,-32,-32,85,8,150hz
4,-30,-36,85,8,150hz
5,-22,-30,80,8,150hz
6,-2,-3,70,8,150hz
7,4,12,70,8,150hz
2,-28,-42,100,9,150hz
3,-27,-27,85,9,150hz
4,-24,-28,85,9,150hz
5,-20,-28,80,9,150hz
6,-1,-1,70,9,150hz
7,5,15,70,9,150hz
2,-11,-16,100,10,150hz
3,-29,-29,85,10,150hz
4,-27,-32,85,10,150hz
5,-18,-25,80,10,150hz
6,-7,-11,70,10,150hz
7,2,6,70,10,150hz
2,1,1,100,11,150hz
3,-40,-40,85,11,150hz
4,-32,-38,85,11,150hz
5,-18,-25,80,11,150hz
6,-2,-3,70,11,150hz
7,3,9,70,11,150hz
2,0,0,100,12,150hz
3,-26,-26,85,12,150hz
4,-30,-36,85,12,150hz
5,-20,-28,80,12,150hz
6,-7,-11,70,12,150hz
7,4,12,70,12,150hz
2,-19,-28,100,13,150hz
3,-18,-18,85,13,150hz
4,-31,-37,85,13,150hz
5,-15,-21,80,13,150hz
6,-6,-10,70,13,150hz
7,5,15,70,13,150hz
2,-19,-28,100,14,150hz
3,-21,-21,85,14,150hz
4,-27,-32,85,14,150hz
5,-16,-22,80,14,150hz
6,1,1,70,14,150hz
7,5,15,70,14,150hz
2,5,7,100,15,150hz
3,-32,-32,85,15,150hz
4,-28,-33,85,15,150hz
5,-16,-22,80,15,150hz
6,0,0,70,15,150hz
7,5,15,70,15,150hz
2,3,4,100,16,150hz
3,-20,-20,85,16,150hz
4,-28,-33,85,16,150hz
5,-18,-25,80,16,150hz
6,-4,-6,70,16,150hz
7,5,15,70,16,150hz
2,1,1,100,17,150hz
3,-36,-36,85,17,150hz
4,-28,-33,85,17,150hz
5,-20,-28,80,17,150hz
6,1,1,70,17,150hz
7,7,21,70,17,150hz
2,3,4,100,18,150hz
3,-27,-27,85,18,150hz
4,-30,-36,85,18,150hz
5,-18,-25,80,18,150hz
6,-5,-8,70,18,150hz
7,6,18,70,18,150hz
2,-10,-15,100,19,150hz
3,-27,-27,85,19,150hz
4,-29,-34,85,19,150hz
5,-17,-23,80,19,150hz
6,-3,-5,70,19,150hz
7,4,12,70,19,150hz
2,2,3,100,20,150hz
3,-28,-28,85,20,150hz
4,-24,-28,85,20,150hz
5,-21,-29,80,20,150hz
6,-2,-3,70,20,150hz
7,4,12,70,20,150hz
2,-17,-25,100,21,150hz
3,-23,-23,85,21,150hz
4,-26,-31,85,21,150hz
5,-16,-22,80,21,150hz
6,-1,-1,70,21,150hz
7,2,6,70,21,150hz
2,5,7,100,22,150hz
3,-23,-23,85,22,150hz
4,-26,-31,85,22,150hz
5,-15,-21,80,22,150hz
6,-3,-5,70,22,150hz
7,3,9,70,22,150hz
2,6,9,100,23,150hz
3,-32,-32,85,23,150hz
4,-30,-36,85,23,150hz
5,-20,-28,80,23,150hz
6,-1,-1,70,23,150hz
7,5,15,70,23,150hz
2,-10,-15,100,24,150hz
3,-20,-20,85,24,150hz
4,-27,-32,85,24,150hz
5,-17,-23,80,24,150hz
6,-3,-5,70,24,150hz
7,7,21,70,24,150hz
2,-1,-1,100,25,150hz
3,-39,-39,85,25,150hz
4,-28,-33,85,25,150hz
5,-16,-22,80,25,150hz
6,-1,-1,70,25,150hz
7,3,9,70,25,150hz
2,-40,-60,100,26,150hz
3,-31,-31,85,26,150hz
4,-28,-33,85,26,150hz
5,-19,-26,80,26,150hz
6,-4,-6,70,26,150hz
7,4,12,70,26,150hz
2,-18,-27,100,27,150hz
3,-28,-28,85,27,150hz
4,-30,-36,85,27,150hz
5,-14,-19,80,27,150hz
6,0,0,70,27,150hz
7,7,21,70,27,150hz
2,1,1,100,28,150hz
3,-27,-27,85,28,150hz
4,-23,-27,85,28,150hz
5,-16,-22,80,28,150hz
6,-5,-8,70,28,150hz
7,6,18,70,28,150hz
2,5,7,100,29,150hz
3,-32,-32,85,29,150hz
4,-22,-26,85,29,150hz
5,-19,-26,80,29,150hz
6,-1,-1,70,29,150hz
7,7,21,70,29,150hz
2,-19,-28,100,30,150hz
3,-25,-25,85,30,150hz
4,-27,-32,85,30,150hz
5,-20,-28,80,30,150hz
6,-3,-5,70,30,150hz
7,8,24,70,30,150hz
2,2,3,100,31,150hz
3,-38,-38,85,31,150hz
4,-27,-32,85,31,150hz
5,-22,-30,80,31,150hz
6,-2,-3,70,31,150hz
7,6,18,70,31,150hz
2,-15,-22,100,32,150hz
3,-16,-16,85,32,150hz
4,-30,-36,85,32,150hz
5,-18,-25,80,32,150hz
6,2,3,70,32,150hz
7,7,21,70,32,150hz
2,3,4,100,33,150hz
3,-22,-22,85,33,150hz
4,-23,-27,85,33,150hz
5,-14,-19,80,33,150hz
6,-1,-1,70,33,150hz
7,6,18,70,33,150hz
2,3,4,100,34,150hz
3,-21,-21,85,34,150hz
4,-33,-39,85,34,150hz
5,-21,-29,80,34,150hz
6,-3,-5,70,34,150hz
7,3,9,70,34,150hz
2,0,0,100,35,150hz
3,-23,-23,85,35,150hz
4,-25,-30,85,35,150hz
5,-21,-29,80,35,150hz
6,-2,-3,70,35,150hz
7,3,9,70,35,150hz
2,-4,-6,100,36,150hz
3,-32,-32,85,36,150hz
4,-29,-34,85,36,150hz
5,-19,-26,80,36,150hz
6,3,5,70,36,150hz
7,6,18,70,36,150hz
2,-21,-31,100,37,150hz
3,-34,-34,85,37,150hz
4,-30,-36,85,37,150hz
5,-18,-25,80,37,150hz
6,-1,-1,70,37,150hz
7,5,15,70,37,150hz
2,-12,-18,100,38,150hz
3,-23,-23,85,38,150hz
4,-30,-36,85,38,150hz
5,-15,-21,80,38,150hz
6,-2,-3,70,38,150hz
7,5,15,70,38,150hz
2,5,7,100,39,150hz
3,-40,-40,85,39,150hz
4,-27,-32,85,39,150hz
5,-19,-26,80,39,150hz
6,-2,-3,70,39,150hz
7,4,12,70,39,150hz
2,-16,-24,100,40,150hz
3,-25,-25,85,40,150hz
4,-23,-27,85,40,150hz
5,-16,-22,80,40,150hz
6,0,0,70,40,150hz
7,4,12,70,40,150hz
2,-2,-3,100,41,150hz
3,-25,-25,85,41,150hz
4,-27,-32,85,41,150hz
5,-20,-28,80,41,150hz
6,-1,-1,70,41,150hz
7,5,15,70,41,150hz
2,-24,-36,100,42,150hz
3,-28,-28,85,42,150hz
4,-26,-31,85,42,150hz
5,-17,-23,80,42,150hz
6,0,0,70,42,150hz
7,7,21,70,42,150hz
2,4,6,100,43,150hz
3,-24,-24,85,43,150hz
4,-27,-32,85,43,150hz
5,-18,-25,80,43,150hz
6,0,0,70,43,150hz
7,4,12,70,43,150hz
2,-4,-6,100,44,150hz
3,-29,-29,85,44,150hz
4,-24,-28,85,44,150hz
5,-20,-28,80,44,150hz
6,-4,-6,70,44,150hz
7,5,15,70,44,150hz
2,-16,-24,100,45,150hz
3,-17,-17,85,45,150hz
4,-28,-33,85,45,150hz
5,-16,-22,80,45,150hz
6,-2,-3,70,45,150hz
7,3,9,70,45,150hz
2,8,12,100,46,150hz
3,-23,-23,85,46,150hz
4,-30,-36,85,46,150hz
5,-18,-25,80,46,150hz
6,-3,-5,70,46,150hz
7,2,6,70,46,150hz
2,-7,-10,100,47,150hz
3,-27,-27,85,47,150hz
4,-26,-31,85,47,150hz
5,-19,-26,80,47,150hz
6,-3,-5,70,47,150hz
7,2,6,70,47,150hz
2,-8,-12,100,48,150hz
3,-27,-27,85,48,150hz
4,-27,-32,85,48,150hz
5,-18,-25,80,48,150hz
6,-2,-3,70,48,150hz
7,6,18,70,48,150hz
2,-28,-42,100,49,150hz
3,-32,-32,85,49,150hz
4,-25,-30,85,49,150hz
5,-21,-29,80,49,150hz
6,-1,-1,70,49,150hz
7,6,18,70,49,150hz
2,-14,-21,100,50,150hz
3,-20,-20,85,50,150hz
4,-30,-36,85,50,150hz
5,-17,-23,80,50,150hz
6,0,0,70,50,150hz
7,9,27,70,50,150hz
2,-3,-6,100,51,150hz
3,-25,-37,85,51,150hz
4,-21,-37,85,51,150hz
5,-19,-39,80,51,150hz
6,-7,-17,70,51,150hz
7,2,9,70,51,150hz
2,-26,-58,100,52,150hz
3,-23,-34,85,52,150hz
4,-29,-52,85,52,150hz
5,-16,-33,80,52,150hz
6,-3,-7,70,52,150hz
7,2,9,70,52,150hz
2,-4,-9,100,53,150hz
3,-17,-25,85,53,150hz
4,-31,-55,85,53,150hz
5,-15,-31,80,53,150hz
6,-3,-7,70,53,150hz
7,7,31,70,53,150hz
2,-4,-9,100,54,150hz
3,-31,-46,85,54,150hz
4,-24,-43,85,54,150hz
5,-17,-35,80,54,150hz
6,0,0,70,54,150hz
7,3,13,70,54,150hz
2,7,15,100,55,150hz
3,-25,-37,85,55,150hz
4,-27,-48,85,55,150hz
5,-17,-35,80,55,150hz
6,-5,-12,70,55,150hz
7,4,18,70,55,150hz
2,-16,-36,100,56,150hz
3,-36,-54,85,56,150hz
4,-24,-43,85,56,150hz
5,-16,-33,80,56,150hz
6,-4,-10,70,56,150hz
7,5,22,70,56,150hz
2,-15,-33,100,57,150hz
3,-10,-15,85,57,150hz
4,-24,-43,85,57,150hz
5,-16,-33,80,57,150hz
6,-5,-12,70,57,150hz
7,5,22,70,57,150hz
2,-19,-42,100,58,150hz
3,-33,-49,85,58,150hz
4,-26,-46,85,58,150hz
5,-15,-31,80,58,150hz
6,0,0,70,58,150hz
7,4,18,70,58,150hz
2,5,11,100,59,150hz
3,-27,-40,85,59,150hz
4,-26,-46,85,59,150hz
5,-18,-37,80,59,150hz
6,-3,-7,70,59,150hz
7,3,13,70,59,150hz
2,-17,-38,100,60,150hz
3,-20,-30,85,60,150hz
4,-27,-48,85,60,150hz
5,-18,-37,80,60,150hz
6,-2,-5,70,60,150hz
7,8,36,70,60,150hz
2,-5,-11,100,61,150hz
